"","Cause","State","Year","Deaths","Population","Crude.Rate","Nat_Pop","Nat_Mort","Nat_M_Rate","Comp_Rate","Comp_Cat"
"808","Cancer","KS",2002,5478,2713535,201.9,287625193,2443141,8.49,24,"20<x<=30"
"809","Cancer","KS",2003,5464,2723004,200.7,290107933,2448007,8.44,24,"20<x<=30"
"810","Cancer","KS",2004,5445,2734373,199.1,292805298,2397325,8.19,24,"20<x<=30"
"811","Cancer","KS",2005,5559,2745299,202.5,295516599,2447782,8.28,24,"20<x<=30"
"812","Cancer","KS",2006,5464,2762931,197.8,298379912,2425990,8.13,24,"20<x<=30"
"813","Cancer","KS",2007,5546,2783785,199.2,301231207,2423460,8.05,25,"20<x<=30"
"814","Cancer","KS",2008,5398,2808076,192.2,304093966,2471723,8.13,24,"20<x<=30"
"815","Cancer","KS",2009,5467,2832704,193,306771529,2436924,7.94,24,"20<x<=30"
"816","Cancer","KS",2010,5521,2853118,193.5,308745538,2468186,7.99,24,"20<x<=30"
"817","Cancer","KY",1999,9196,4018053,228.9,279040168,2391143,8.57,27,"20<x<=30"
"818","Cancer","KY",2000,9412,4041769,232.9,281421906,2403035,8.54,27,"20<x<=30"
"819","Cancer","KY",2001,9595,4068132,235.9,284968955,2416093,8.48,28,"20<x<=30"
"820","Cancer","KY",2002,9624,4089875,235.3,287625193,2443141,8.49,28,"20<x<=30"
"821","Cancer","KY",2003,9558,4117170,232.1,290107933,2448007,8.44,28,"20<x<=30"
"822","Cancer","KY",2004,9373,4146101,226.1,292805298,2397325,8.19,28,"20<x<=30"
"823","Cancer","KY",2005,9699,4182742,231.9,295516599,2447782,8.28,28,"20<x<=30"
"824","Cancer","KY",2006,9626,4219239,228.1,298379912,2425990,8.13,28,"20<x<=30"
"825","Cancer","KY",2007,9904,4256672,232.7,301231207,2423460,8.05,29,"20<x<=30"
"826","Cancer","KY",2008,9789,4289878,228.2,304093966,2471723,8.13,28,"20<x<=30"
"827","Cancer","KY",2009,9875,4317074,228.7,306771529,2436924,7.94,29,"20<x<=30"
"828","Cancer","KY",2010,10149,4339367,233.9,308745538,2468186,7.99,29,"20<x<=30"
"829","Cancer","LA",1999,9673,4460811,216.8,279040168,2391143,8.57,25,"20<x<=30"
"830","Cancer","LA",2000,9672,4468976,216.4,281421906,2403035,8.54,25,"20<x<=30"
"831","Cancer","LA",2001,9720,4477875,217.1,284968955,2416093,8.48,26,"20<x<=30"
"832","Cancer","LA",2002,9668,4497267,215,287625193,2443141,8.49,25,"20<x<=30"
"833","Cancer","LA",2003,9755,4521042,215.8,290107933,2448007,8.44,26,"20<x<=30"
"834","Cancer","LA",2004,9656,4552238,212.1,292805298,2397325,8.19,26,"20<x<=30"
"835","Cancer","LA",2005,9441,4576628,206.3,295516599,2447782,8.28,25,"20<x<=30"
"836","Cancer","LA",2006,9037,4302665,210,298379912,2425990,8.13,26,"20<x<=30"
"837","Cancer","LA",2007,8923,4375581,203.9,301231207,2423460,8.05,25,"20<x<=30"
"838","Cancer","LA",2008,9403,4435586,212,304093966,2471723,8.13,26,"20<x<=30"
"839","Cancer","LA",2009,9293,4491648,206.9,306771529,2436924,7.94,26,"20<x<=30"
"840","Cancer","LA",2010,9390,4533372,207.1,308745538,2468186,7.99,26,"20<x<=30"
"841","Cancer","ME",1999,3114,1266808,245.8,279040168,2391143,8.57,29,"20<x<=30"
"842","Cancer","ME",2000,3135,1274923,245.9,281421906,2403035,8.54,29,"20<x<=30"
"843","Cancer","ME",2001,3125,1285692,243.1,284968955,2416093,8.48,29,"20<x<=30"
"844","Cancer","ME",2002,3291,1295960,253.9,287625193,2443141,8.49,30,"20<x<=30"
"845","Cancer","ME",2003,3187,1306513,243.9,290107933,2448007,8.44,29,"20<x<=30"
"846","Cancer","ME",2004,3204,1313688,243.9,292805298,2397325,8.19,30,"20<x<=30"
"847","Cancer","ME",2005,3328,1318787,252.4,295516599,2447782,8.28,30,"20<x<=30"
"848","Cancer","ME",2006,3167,1323619,239.3,298379912,2425990,8.13,29,"20<x<=30"
"849","Cancer","ME",2007,3193,1327040,240.6,301231207,2423460,8.05,30,"20<x<=30"
"850","Cancer","ME",2008,3176,1330509,238.7,304093966,2471723,8.13,29,"20<x<=30"
"851","Cancer","ME",2009,3210,1329590,241.4,306771529,2436924,7.94,30,"20<x<=30"
"852","Cancer","ME",2010,3343,1328361,251.7,308745538,2468186,7.99,32,"x>30"
"853","Cancer","MD",1999,10364,5254509,197.2,279040168,2391143,8.57,23,"20<x<=30"
"854","Cancer","MD",2000,10525,5296486,198.7,281421906,2403035,8.54,23,"20<x<=30"
"855","Cancer","MD",2001,10626,5374691,197.7,284968955,2416093,8.48,23,"20<x<=30"
"856","Cancer","MD",2002,10626,5440389,195.3,287625193,2443141,8.49,23,"20<x<=30"
"857","Cancer","MD",2003,10527,5496269,191.5,290107933,2448007,8.44,23,"20<x<=30"
"858","Cancer","MD",2004,10403,5546935,187.5,292805298,2397325,8.19,23,"20<x<=30"
"859","Cancer","MD",2005,10655,5592379,190.5,295516599,2447782,8.28,23,"20<x<=30"
"860","Cancer","MD",2006,10590,5627367,188.2,298379912,2425990,8.13,23,"20<x<=30"
"861","Cancer","MD",2007,10466,5653408,185.1,301231207,2423460,8.05,23,"20<x<=30"
"862","Cancer","MD",2008,10587,5684965,186.2,304093966,2471723,8.13,23,"20<x<=30"
"863","Cancer","MD",2009,10643,5730388,185.7,306771529,2436924,7.94,23,"20<x<=30"
"864","Cancer","MD",2010,10513,5773552,182.1,308745538,2468186,7.99,23,"20<x<=30"
"865","Cancer","MA",1999,14252,6317345,225.6,279040168,2391143,8.57,26,"20<x<=30"
"866","Cancer","MA",2000,14410,6349097,227,281421906,2403035,8.54,27,"20<x<=30"
"867","Cancer","MA",2001,14125,6397634,220.8,284968955,2416093,8.48,26,"20<x<=30"
"868","Cancer","MA",2002,14257,6417206,222.2,287625193,2443141,8.49,26,"20<x<=30"
"869","Cancer","MA",2003,13895,6422565,216.3,290107933,2448007,8.44,26,"20<x<=30"
"870","Cancer","MA",2004,13683,6412281,213.4,292805298,2397325,8.19,26,"20<x<=30"
"871","Cancer","MA",2005,13527,6403290,211.3,295516599,2447782,8.28,26,"20<x<=30"
"872","Cancer","MA",2006,13796,6410084,215.2,298379912,2425990,8.13,26,"20<x<=30"
"873","Cancer","MA",2007,13359,6431559,207.7,301231207,2423460,8.05,26,"20<x<=30"
"874","Cancer","MA",2008,13372,6468967,206.7,304093966,2471723,8.13,25,"20<x<=30"
"875","Cancer","MA",2009,13458,6517613,206.5,306771529,2436924,7.94,26,"20<x<=30"
"876","Cancer","MA",2010,13315,6547629,203.4,308745538,2468186,7.99,25,"20<x<=30"
"877","Cancer","MI",1999,20271,9897116,204.8,279040168,2391143,8.57,24,"20<x<=30"
"878","Cancer","MI",2000,20301,9938444,204.3,281421906,2403035,8.54,24,"20<x<=30"
"879","Cancer","MI",2001,20163,9991120,201.8,284968955,2416093,8.48,24,"20<x<=30"
"880","Cancer","MI",2002,20399,10015710,203.7,287625193,2443141,8.49,24,"20<x<=30"
"881","Cancer","MI",2003,20191,10041152,201.1,290107933,2448007,8.44,24,"20<x<=30"
"882","Cancer","MI",2004,20109,10055315,200,292805298,2397325,8.19,24,"20<x<=30"
"883","Cancer","MI",2005,20588,10051137,204.8,295516599,2447782,8.28,25,"20<x<=30"
"884","Cancer","MI",2006,20626,10036081,205.5,298379912,2425990,8.13,25,"20<x<=30"
"885","Cancer","MI",2007,20591,10001284,205.9,301231207,2423460,8.05,26,"20<x<=30"
"886","Cancer","MI",2008,20688,9946889,208,304093966,2471723,8.13,26,"20<x<=30"
"887","Cancer","MI",2009,20748,9901591,209.5,306771529,2436924,7.94,26,"20<x<=30"
"888","Cancer","MI",2010,21143,9883640,213.9,308745538,2468186,7.99,27,"20<x<=30"
"889","Cancer","MN",1999,9172,4873481,188.2,279040168,2391143,8.57,22,"20<x<=30"
"890","Cancer","MN",2000,9475,4919479,192.6,281421906,2403035,8.54,23,"20<x<=30"
"891","Cancer","MN",2001,9243,4982796,185.5,284968955,2416093,8.48,22,"20<x<=30"
"892","Cancer","MN",2002,9492,5018935,189.1,287625193,2443141,8.49,22,"20<x<=30"
"893","Cancer","MN",2003,9464,5053572,187.3,290107933,2448007,8.44,22,"20<x<=30"
"894","Cancer","MN",2004,9392,5087713,184.6,292805298,2397325,8.19,23,"20<x<=30"
"895","Cancer","MN",2005,9109,5119598,177.9,295516599,2447782,8.28,21,"20<x<=30"
"896","Cancer","MN",2006,9345,5163555,181,298379912,2425990,8.13,22,"20<x<=30"
"897","Cancer","MN",2007,9472,5207203,181.9,301231207,2423460,8.05,23,"20<x<=30"
"898","Cancer","MN",2008,9743,5247018,185.7,304093966,2471723,8.13,23,"20<x<=30"
"899","Cancer","MN",2009,9888,5281203,187.2,306771529,2436924,7.94,24,"20<x<=30"
"900","Cancer","MN",2010,9915,5303925,186.9,308745538,2468186,7.99,23,"20<x<=30"
"901","Cancer","MS",1999,6238,2828408,220.5,279040168,2391143,8.57,26,"20<x<=30"
"902","Cancer","MS",2000,6161,2844658,216.6,281421906,2403035,8.54,25,"20<x<=30"
"903","Cancer","MS",2001,6031,2852994,211.4,284968955,2416093,8.48,25,"20<x<=30"
"904","Cancer","MS",2002,6157,2858681,215.4,287625193,2443141,8.49,25,"20<x<=30"
"905","Cancer","MS",2003,6054,2868312,211.1,290107933,2448007,8.44,25,"20<x<=30"
"906","Cancer","MS",2004,6101,2889010,211.2,292805298,2397325,8.19,26,"20<x<=30"
"907","Cancer","MS",2005,6198,2905943,213.3,295516599,2447782,8.28,26,"20<x<=30"
"908","Cancer","MS",2006,6327,2904978,217.8,298379912,2425990,8.13,27,"20<x<=30"
"909","Cancer","MS",2007,6105,2928350,208.5,301231207,2423460,8.05,26,"20<x<=30"
"910","Cancer","MS",2008,6294,2947806,213.5,304093966,2471723,8.13,26,"20<x<=30"
"911","Cancer","MS",2009,6233,2958774,210.7,306771529,2436924,7.94,27,"20<x<=30"
"912","Cancer","MS",2010,6383,2967297,215.1,308745538,2468186,7.99,27,"20<x<=30"
"913","Cancer","MO",1999,12507,5561948,224.9,279040168,2391143,8.57,26,"20<x<=30"
"914","Cancer","MO",2000,12459,5595211,222.7,281421906,2403035,8.54,26,"20<x<=30"
"915","Cancer","MO",2001,12669,5641142,224.6,284968955,2416093,8.48,26,"20<x<=30"
"916","Cancer","MO",2002,12631,5674825,222.6,287625193,2443141,8.49,26,"20<x<=30"
"917","Cancer","MO",2003,12655,5709403,221.7,290107933,2448007,8.44,26,"20<x<=30"
"918","Cancer","MO",2004,12728,5747741,221.4,292805298,2397325,8.19,27,"20<x<=30"
"919","Cancer","MO",2005,12681,5790300,219,295516599,2447782,8.28,26,"20<x<=30"
"920","Cancer","MO",2006,12801,5842704,219.1,298379912,2425990,8.13,27,"20<x<=30"
"921","Cancer","MO",2007,12689,5887612,215.5,301231207,2423460,8.05,27,"20<x<=30"
"922","Cancer","MO",2008,12827,5923916,216.5,304093966,2471723,8.13,27,"20<x<=30"
"923","Cancer","MO",2009,12774,5961088,214.3,306771529,2436924,7.94,27,"20<x<=30"
"924","Cancer","MO",2010,12943,5988927,216.1,308745538,2468186,7.99,27,"20<x<=30"
"925","Cancer","MT",1999,1923,897507,214.3,279040168,2391143,8.57,25,"20<x<=30"
"926","Cancer","MT",2000,1921,902195,212.9,281421906,2403035,8.54,25,"20<x<=30"
"927","Cancer","MT",2001,2010,906961,221.6,284968955,2416093,8.48,26,"20<x<=30"
"928","Cancer","MT",2002,1959,911667,214.9,287625193,2443141,8.49,25,"20<x<=30"
"929","Cancer","MT",2003,1918,919630,208.6,290107933,2448007,8.44,25,"20<x<=30"
"930","Cancer","MT",2004,1922,930009,206.7,292805298,2397325,8.19,25,"20<x<=30"
"931","Cancer","MT",2005,2028,940102,215.7,295516599,2447782,8.28,26,"20<x<=30"
"932","Cancer","MT",2006,2005,952692,210.5,298379912,2425990,8.13,26,"20<x<=30"
"933","Cancer","MT",2007,1975,964706,204.7,301231207,2423460,8.05,25,"20<x<=30"
"934","Cancer","MT",2008,1947,976415,199.4,304093966,2471723,8.13,25,"20<x<=30"
"935","Cancer","MT",2009,1970,983982,200.2,306771529,2436924,7.94,25,"20<x<=30"
"936","Cancer","MT",2010,1987,989415,200.8,308745538,2468186,7.99,25,"20<x<=30"
"937","Cancer","NE",1999,3480,1704764,204.1,279040168,2391143,8.57,24,"20<x<=30"
"938","Cancer","NE",2000,3462,1711263,202.3,281421906,2403035,8.54,24,"20<x<=30"
"939","Cancer","NE",2001,3466,1719836,201.5,284968955,2416093,8.48,24,"20<x<=30"
"940","Cancer","NE",2002,3520,1728292,203.7,287625193,2443141,8.49,24,"20<x<=30"
"941","Cancer","NE",2003,3441,1738643,197.9,290107933,2448007,8.44,23,"20<x<=30"
"942","Cancer","NE",2004,3358,1749370,192,292805298,2397325,8.19,23,"20<x<=30"
"943","Cancer","NE",2005,3442,1761497,195.4,295516599,2447782,8.28,24,"20<x<=30"
"944","Cancer","NE",2006,3519,1772693,198.5,298379912,2425990,8.13,24,"20<x<=30"
"945","Cancer","NE",2007,3559,1783440,199.6,301231207,2423460,8.05,25,"20<x<=30"
"946","Cancer","NE",2008,3478,1796378,193.6,304093966,2471723,8.13,24,"20<x<=30"
"947","Cancer","NE",2009,3439,1812683,189.7,306771529,2436924,7.94,24,"20<x<=30"
"948","Cancer","NE",2010,3535,1826341,193.6,308745538,2468186,7.99,24,"20<x<=30"
"949","Cancer","NV",1999,3630,1934718,187.6,279040168,2391143,8.57,22,"20<x<=30"
"950","Cancer","NV",2000,3832,1998257,191.8,281421906,2403035,8.54,22,"20<x<=30"
"951","Cancer","NV",2001,3887,2098399,185.2,284968955,2416093,8.48,22,"20<x<=30"
"952","Cancer","NV",2002,4004,2173791,184.2,287625193,2443141,8.49,22,"20<x<=30"
"953","Cancer","NV",2003,4218,2248850,187.6,290107933,2448007,8.44,22,"20<x<=30"
"954","Cancer","NV",2004,4209,2346222,179.4,292805298,2397325,8.19,22,"20<x<=30"
"955","Cancer","NV",2005,4298,2432143,176.7,295516599,2447782,8.28,21,"20<x<=30"
"956","Cancer","NV",2006,4304,2522658,170.6,298379912,2425990,8.13,21,"20<x<=30"
"957","Cancer","NV",2007,4408,2601072,169.5,301231207,2423460,8.05,21,"20<x<=30"
"958","Cancer","NV",2008,4490,2653630,169.2,304093966,2471723,8.13,21,"20<x<=30"
"959","Cancer","NV",2009,4546,2684665,169.3,306771529,2436924,7.94,21,"20<x<=30"
"960","Cancer","NV",2010,4605,2700551,170.5,308745538,2468186,7.99,21,"20<x<=30"
"961","Cancer","NH",1999,2474,1222014,202.5,279040168,2391143,8.57,24,"20<x<=30"
"962","Cancer","NH",2000,2555,1235786,206.8,281421906,2403035,8.54,24,"20<x<=30"
"963","Cancer","NH",2001,2463,1255517,196.2,284968955,2416093,8.48,23,"20<x<=30"
"964","Cancer","NH",2002,2587,1269089,203.8,287625193,2443141,8.49,24,"20<x<=30"
"965","Cancer","NH",2003,2538,1279840,198.3,290107933,2448007,8.44,23,"20<x<=30"
"966","Cancer","NH",2004,2632,1290121,204,292805298,2397325,8.19,25,"20<x<=30"
"967","Cancer","NH",2005,2617,1298492,201.5,295516599,2447782,8.28,24,"20<x<=30"
"968","Cancer","NH",2006,2605,1308389,199.1,298379912,2425990,8.13,24,"20<x<=30"
"969","Cancer","NH",2007,2677,1312540,204,301231207,2423460,8.05,25,"20<x<=30"
"970","Cancer","NH",2008,2634,1315906,200.2,304093966,2471723,8.13,25,"20<x<=30"
"971","Cancer","NH",2009,2636,1316102,200.3,306771529,2436924,7.94,25,"20<x<=30"
"972","Cancer","NH",2010,2604,1316470,197.8,308745538,2468186,7.99,25,"20<x<=30"
"973","Cancer","NJ",1999,18706,8359592,223.8,279040168,2391143,8.57,26,"20<x<=30"
"974","Cancer","NJ",2000,18609,8414350,221.2,281421906,2403035,8.54,26,"20<x<=30"
"975","Cancer","NJ",2001,18673,8492671,219.9,284968955,2416093,8.48,26,"20<x<=30"
"976","Cancer","NJ",2002,18325,8552643,214.3,287625193,2443141,8.49,25,"20<x<=30"
"977","Cancer","NJ",2003,18429,8601402,214.3,290107933,2448007,8.44,25,"20<x<=30"
"978","Cancer","NJ",2004,17726,8634561,205.3,292805298,2397325,8.19,25,"20<x<=30"
"979","Cancer","NJ",2005,17656,8651974,204.1,295516599,2447782,8.28,25,"20<x<=30"
"980","Cancer","NJ",2006,17663,8661679,203.9,298379912,2425990,8.13,25,"20<x<=30"
"981","Cancer","NJ",2007,17533,8677885,202,301231207,2423460,8.05,25,"20<x<=30"
"982","Cancer","NJ",2008,17349,8711090,199.2,304093966,2471723,8.13,25,"20<x<=30"
"983","Cancer","NJ",2009,17016,8755602,194.3,306771529,2436924,7.94,24,"20<x<=30"
"984","Cancer","NJ",2010,17317,8791894,197,308745538,2468186,7.99,25,"20<x<=30"
"985","Cancer","NM",1999,2941,1808082,162.7,279040168,2391143,8.57,19,"10<x<=20"
"986","Cancer","NM",2000,2985,1819046,164.1,281421906,2403035,8.54,19,"10<x<=20"
"987","Cancer","NM",2001,3001,1831690,163.8,284968955,2416093,8.48,19,"10<x<=20"
"988","Cancer","NM",2002,3151,1855309,169.8,287625193,2443141,8.49,20,"10<x<=20"
"989","Cancer","NM",2003,3208,1877574,170.9,290107933,2448007,8.44,20,"10<x<=20"
"990","Cancer","NM",2004,3132,1903808,164.5,292805298,2397325,8.19,20,"10<x<=20"
"991","Cancer","NM",2005,3242,1932274,167.8,295516599,2447782,8.28,20,"10<x<=20"
"992","Cancer","NM",2006,3247,1962137,165.5,298379912,2425990,8.13,20,"10<x<=20"
"993","Cancer","NM",2007,3326,1990070,167.1,301231207,2423460,8.05,21,"20<x<=30"
"994","Cancer","NM",2008,3440,2010662,171.1,304093966,2471723,8.13,21,"20<x<=30"
"995","Cancer","NM",2009,3281,2036802,161.1,306771529,2436924,7.94,20,"10<x<=20"
"996","Cancer","NM",2010,3458,2059179,167.9,308745538,2468186,7.99,21,"20<x<=30"
"997","Cancer","NY",1999,38499,18882725,203.9,279040168,2391143,8.57,24,"20<x<=30"
"998","Cancer","NY",2000,38040,18976457,200.5,281421906,2403035,8.54,23,"20<x<=30"
"999","Cancer","NY",2001,37775,19082838,198,284968955,2416093,8.48,23,"20<x<=30"
"1000","Cancer","NY",2002,37433,19137800,195.6,287625193,2443141,8.49,23,"20<x<=30"
"1001","Cancer","NY",2003,37008,19175939,193,290107933,2448007,8.44,23,"20<x<=30"
"1002","Cancer","NY",2004,36895,19171567,192.4,292805298,2397325,8.19,23,"20<x<=30"
"1003","Cancer","NY",2005,36350,19132610,190,295516599,2447782,8.28,23,"20<x<=30"
"1004","Cancer","NY",2006,36086,19104631,188.9,298379912,2425990,8.13,23,"20<x<=30"
"1005","Cancer","NY",2007,36274,19132335,189.6,301231207,2423460,8.05,24,"20<x<=30"
"1006","Cancer","NY",2008,36116,19212436,188,304093966,2471723,8.13,23,"20<x<=30"
"1007","Cancer","NY",2009,36037,19307066,186.7,306771529,2436924,7.94,24,"20<x<=30"
"1008","Cancer","NY",2010,36237,19378102,187,308745538,2468186,7.99,23,"20<x<=30"
"1009","Cancer","NC",1999,16141,7949361,203,279040168,2391143,8.57,24,"20<x<=30"
"1010","Cancer","NC",2000,16144,8049313,200.6,281421906,2403035,8.54,23,"20<x<=30"
"1011","Cancer","NC",2001,16450,8210122,200.4,284968955,2416093,8.48,24,"20<x<=30"
